ticker,date,quarter,tone,text_clean,vader_compound,vader_positive,vader_negative,vader_neutral,vader_sent_mean,vader_sent_std,vader_sent_min,vader_sent_max,vader_pct_positive_sents,vader_pct_negative_sents,n_words,n_sentences,avg_sent_length,uncertain_count,uncertain_ratio,positive_count,positive_ratio,negative_count,negative_ratio,negation_count,negation_ratio,forward_count,forward_ratio,fog_index,net_tone,net_tone_ratio,complex_word_ratio,vader_compound_lag,vader_compound_change,vader_sent_mean_lag,vader_sent_mean_change,uncertain_ratio_lag,uncertain_ratio_change,positive_ratio_lag,positive_ratio_change,net_tone_ratio_lag,net_tone_ratio_change,sentiment_regime,regime_shift,year
AAPL,2020-04-01,Q2 2020,positive,"For the quarter ended April 2020, We are pleased to report record revenue demonstrating strong performance across iPhone, Mac, iPad, and our high-margin Services segment. Our gross margin expanded reflecting operational excellence and favorable product mix. We returned significant capital to shareholders through dividends and share repurchases reflecting our confidence in the business. Services reached an all-time high demonstrating the strength of our installed base and ecosystem. We remain confident in our long-term growth trajectory and continue to invest in innovation across all segments globally.",0.981,0.31,0.028,0.662,0.6946,0.0912,0.5574,0.8126,1.0,0.0,94,5,18.8,0,0.0,6,0.0638,0,0.0,0,0.0,1,0.2,19.01,6,0.0638,0.2872,,,,,,,,,,,positive,1,2020
AAPL,2020-07-01,Q3 2020,cautious,"For the quarter ended July 2020, We delivered results in line with our expectations though the environment remains uncertain and challenging in several dimensions. Supply constraints impacted revenue by more than we anticipated. We are carefully managing our cost structure while continuing to invest in areas that will drive future growth. We are monitoring macroeconomic and geopolitical developments carefully and adjusting our outlook accordingly.",0.4588,0.105,0.032,0.863,0.1129,0.2324,-0.1531,0.4767,0.5,0.25,69,4,17.25,2,0.029,1,0.0145,1,0.0145,0,0.0,1,0.25,18.49,-2,-0.029,0.2899,0.981,-0.5222,0.6946,-0.5817,0.0,0.029,0.0638,-0.0493,0.0638,-0.0928,positive,0,2020
AAPL,2020-10-01,Q4 2020,mixed,"For the quarter ended October 2020, Revenue reflects some headwinds from foreign exchange and macroeconomic uncertainty in certain markets. We are monitoring the environment carefully and remain cautious about near-term demand trends particularly in greater China. Despite these challenges our fundamentals remain solid and we are taking appropriate measures to manage costs and protect margins. We believe the near-term pressure is temporary and our long-term opportunity remains compelling and significant.",0.8104,0.206,0.105,0.688,0.3059,0.2301,-0.0772,0.5106,0.75,0.25,75,4,18.75,2,0.0267,3,0.04,1,0.0133,0,0.0,1,0.25,17.63,0,0.0,0.2533,0.4588,0.3516,0.1129,0.193,0.029,-0.0023,0.0145,0.025500000000000002,-0.029,0.029,positive,0,2020
AAPL,2021-01-01,Q1 2021,mixed,"For the quarter ended January 2021, Revenue reflects some headwinds from foreign exchange and macroeconomic uncertainty in certain markets. We are monitoring the environment carefully and remain cautious about near-term demand trends particularly in greater China. Despite these challenges our fundamentals remain solid and we are taking appropriate measures to manage costs and protect margins. We believe the near-term pressure is temporary and our long-term opportunity remains compelling and significant.",0.8104,0.206,0.105,0.688,0.3059,0.2301,-0.0772,0.5106,0.75,0.25,75,4,18.75,2,0.0267,3,0.04,1,0.0133,0,0.0,1,0.25,17.63,0,0.0,0.2533,0.8104,0.0,0.3059,0.0,0.0267,0.0,0.04,0.0,0.0,0.0,positive,0,2021
AAPL,2021-04-01,Q2 2021,positive,"For the quarter ended April 2021, We are pleased to report record revenue demonstrating strong performance across iPhone, Mac, iPad, and our high-margin Services segment. Our gross margin expanded reflecting operational excellence and favorable product mix. We returned significant capital to shareholders through dividends and share repurchases reflecting our confidence in the business. Services reached an all-time high demonstrating the strength of our installed base and ecosystem. We remain confident in our long-term growth trajectory and continue to invest in innovation across all segments globally.",0.981,0.31,0.028,0.662,0.6946,0.0912,0.5574,0.8126,1.0,0.0,94,5,18.8,0,0.0,6,0.0638,0,0.0,0,0.0,1,0.2,19.01,6,0.0638,0.2872,0.8104,0.17059999999999997,0.3059,0.3887,0.0267,-0.0267,0.04,0.023799999999999995,0.0,0.0638,positive,0,2021
AAPL,2021-07-01,Q3 2021,positive,"For the quarter ended July 2021, We are pleased to report record revenue demonstrating strong performance across iPhone, Mac, iPad, and our high-margin Services segment. Our gross margin expanded reflecting operational excellence and favorable product mix. We returned significant capital to shareholders through dividends and share repurchases reflecting our confidence in the business. Services reached an all-time high demonstrating the strength of our installed base and ecosystem. We remain confident in our long-term growth trajectory and continue to invest in innovation across all segments globally.",0.981,0.31,0.028,0.662,0.6946,0.0912,0.5574,0.8126,1.0,0.0,94,5,18.8,0,0.0,6,0.0638,0,0.0,0,0.0,1,0.2,19.01,6,0.0638,0.2872,0.981,0.0,0.6946,0.0,0.0,0.0,0.0638,0.0,0.0638,0.0,positive,0,2021
AAPL,2021-10-01,Q4 2021,positive,"For the quarter ended October 2021, We are pleased to report record revenue demonstrating strong performance across iPhone, Mac, iPad, and our high-margin Services segment. Our gross margin expanded reflecting operational excellence and favorable product mix. We returned significant capital to shareholders through dividends and share repurchases reflecting our confidence in the business. Services reached an all-time high demonstrating the strength of our installed base and ecosystem. We remain confident in our long-term growth trajectory and continue to invest in innovation across all segments globally.",0.981,0.31,0.028,0.662,0.6946,0.0912,0.5574,0.8126,1.0,0.0,94,5,18.8,0,0.0,6,0.0638,0,0.0,0,0.0,1,0.2,19.01,6,0.0638,0.2872,0.981,0.0,0.6946,0.0,0.0,0.0,0.0638,0.0,0.0638,0.0,positive,0,2021
AAPL,2022-01-01,Q1 2022,mixed,"For the quarter ended January 2022, Revenue reflects some headwinds from foreign exchange and macroeconomic uncertainty in certain markets. We are monitoring the environment carefully and remain cautious about near-term demand trends particularly in greater China. Despite these challenges our fundamentals remain solid and we are taking appropriate measures to manage costs and protect margins. We believe the near-term pressure is temporary and our long-term opportunity remains compelling and significant.",0.8104,0.206,0.105,0.688,0.3059,0.2301,-0.0772,0.5106,0.75,0.25,75,4,18.75,2,0.0267,3,0.04,1,0.0133,0,0.0,1,0.25,17.63,0,0.0,0.2533,0.981,-0.17059999999999997,0.6946,-0.3887,0.0,0.0267,0.0638,-0.023799999999999995,0.0638,-0.0638,positive,0,2022
AAPL,2022-04-01,Q2 2022,mixed,"For the quarter ended April 2022, Revenue reflects some headwinds from foreign exchange and macroeconomic uncertainty in certain markets. We are monitoring the environment carefully and remain cautious about near-term demand trends particularly in greater China. Despite these challenges our fundamentals remain solid and we are taking appropriate measures to manage costs and protect margins. We believe the near-term pressure is temporary and our long-term opportunity remains compelling and significant.",0.8104,0.206,0.105,0.688,0.3059,0.2301,-0.0772,0.5106,0.75,0.25,75,4,18.75,2,0.0267,3,0.04,1,0.0133,0,0.0,1,0.25,17.63,0,0.0,0.2533,0.8104,0.0,0.3059,0.0,0.0267,0.0,0.04,0.0,0.0,0.0,positive,0,2022
AAPL,2022-07-01,Q3 2022,mixed,"For the quarter ended July 2022, Revenue reflects some headwinds from foreign exchange and macroeconomic uncertainty in certain markets. We are monitoring the environment carefully and remain cautious about near-term demand trends particularly in greater China. Despite these challenges our fundamentals remain solid and we are taking appropriate measures to manage costs and protect margins. We believe the near-term pressure is temporary and our long-term opportunity remains compelling and significant.",0.8104,0.206,0.105,0.688,0.3059,0.2301,-0.0772,0.5106,0.75,0.25,75,4,18.75,2,0.0267,3,0.04,1,0.0133,0,0.0,1,0.25,17.63,0,0.0,0.2533,0.8104,0.0,0.3059,0.0,0.0267,0.0,0.04,0.0,0.0,0.0,positive,0,2022
AAPL,2022-10-01,Q4 2022,positive,"For the quarter ended October 2022, We are pleased to report record revenue demonstrating strong performance across iPhone, Mac, iPad, and our high-margin Services segment. Our gross margin expanded reflecting operational excellence and favorable product mix. We returned significant capital to shareholders through dividends and share repurchases reflecting our confidence in the business. Services reached an all-time high demonstrating the strength of our installed base and ecosystem. We remain confident in our long-term growth trajectory and continue to invest in innovation across all segments globally.",0.981,0.31,0.028,0.662,0.6946,0.0912,0.5574,0.8126,1.0,0.0,94,5,18.8,0,0.0,6,0.0638,0,0.0,0,0.0,1,0.2,19.01,6,0.0638,0.2872,0.8104,0.17059999999999997,0.3059,0.3887,0.0267,-0.0267,0.04,0.023799999999999995,0.0,0.0638,positive,0,2022
AAPL,2023-01-01,Q1 2023,cautious,"For the quarter ended January 2023, We delivered results in line with our expectations though the environment remains uncertain and challenging in several dimensions. Supply constraints impacted revenue by more than we anticipated. We are carefully managing our cost structure while continuing to invest in areas that will drive future growth. We are monitoring macroeconomic and geopolitical developments carefully and adjusting our outlook accordingly.",0.4588,0.105,0.032,0.863,0.1129,0.2324,-0.1531,0.4767,0.5,0.25,69,4,17.25,2,0.029,1,0.0145,1,0.0145,0,0.0,1,0.25,18.49,-2,-0.029,0.2899,0.981,-0.5222,0.6946,-0.5817,0.0,0.029,0.0638,-0.0493,0.0638,-0.0928,positive,0,2023
AAPL,2023-04-01,Q2 2023,mixed,"For the quarter ended April 2023, Revenue reflects some headwinds from foreign exchange and macroeconomic uncertainty in certain markets. We are monitoring the environment carefully and remain cautious about near-term demand trends particularly in greater China. Despite these challenges our fundamentals remain solid and we are taking appropriate measures to manage costs and protect margins. We believe the near-term pressure is temporary and our long-term opportunity remains compelling and significant.",0.8104,0.206,0.105,0.688,0.3059,0.2301,-0.0772,0.5106,0.75,0.25,75,4,18.75,2,0.0267,3,0.04,1,0.0133,0,0.0,1,0.25,17.63,0,0.0,0.2533,0.4588,0.3516,0.1129,0.193,0.029,-0.0023,0.0145,0.025500000000000002,-0.029,0.029,positive,0,2023
AAPL,2023-07-01,Q3 2023,positive,"For the quarter ended July 2023, We are pleased to report record revenue demonstrating strong performance across iPhone, Mac, iPad, and our high-margin Services segment. Our gross margin expanded reflecting operational excellence and favorable product mix. We returned significant capital to shareholders through dividends and share repurchases reflecting our confidence in the business. Services reached an all-time high demonstrating the strength of our installed base and ecosystem. We remain confident in our long-term growth trajectory and continue to invest in innovation across all segments globally.",0.981,0.31,0.028,0.662,0.6946,0.0912,0.5574,0.8126,1.0,0.0,94,5,18.8,0,0.0,6,0.0638,0,0.0,0,0.0,1,0.2,19.01,6,0.0638,0.2872,0.8104,0.17059999999999997,0.3059,0.3887,0.0267,-0.0267,0.04,0.023799999999999995,0.0,0.0638,positive,0,2023
AAPL,2023-10-01,Q4 2023,positive,"For the quarter ended October 2023, We are pleased to report record revenue demonstrating strong performance across iPhone, Mac, iPad, and our high-margin Services segment. Our gross margin expanded reflecting operational excellence and favorable product mix. We returned significant capital to shareholders through dividends and share repurchases reflecting our confidence in the business. Services reached an all-time high demonstrating the strength of our installed base and ecosystem. We remain confident in our long-term growth trajectory and continue to invest in innovation across all segments globally.",0.981,0.31,0.028,0.662,0.6946,0.0912,0.5574,0.8126,1.0,0.0,94,5,18.8,0,0.0,6,0.0638,0,0.0,0,0.0,1,0.2,19.01,6,0.0638,0.2872,0.981,0.0,0.6946,0.0,0.0,0.0,0.0638,0.0,0.0638,0.0,positive,0,2023
AAPL,2024-01-01,Q1 2024,positive,"For the quarter ended January 2024, We are pleased to report record revenue demonstrating strong performance across iPhone, Mac, iPad, and our high-margin Services segment. Our gross margin expanded reflecting operational excellence and favorable product mix. We returned significant capital to shareholders through dividends and share repurchases reflecting our confidence in the business. Services reached an all-time high demonstrating the strength of our installed base and ecosystem. We remain confident in our long-term growth trajectory and continue to invest in innovation across all segments globally.",0.981,0.31,0.028,0.662,0.6946,0.0912,0.5574,0.8126,1.0,0.0,94,5,18.8,0,0.0,6,0.0638,0,0.0,0,0.0,1,0.2,19.01,6,0.0638,0.2872,0.981,0.0,0.6946,0.0,0.0,0.0,0.0638,0.0,0.0638,0.0,positive,0,2024
AAPL,2024-04-01,Q2 2024,positive,"For the quarter ended April 2024, We are pleased to report record revenue demonstrating strong performance across iPhone, Mac, iPad, and our high-margin Services segment. Our gross margin expanded reflecting operational excellence and favorable product mix. We returned significant capital to shareholders through dividends and share repurchases reflecting our confidence in the business. Services reached an all-time high demonstrating the strength of our installed base and ecosystem. We remain confident in our long-term growth trajectory and continue to invest in innovation across all segments globally.",0.981,0.31,0.028,0.662,0.6946,0.0912,0.5574,0.8126,1.0,0.0,94,5,18.8,0,0.0,6,0.0638,0,0.0,0,0.0,1,0.2,19.01,6,0.0638,0.2872,0.981,0.0,0.6946,0.0,0.0,0.0,0.0638,0.0,0.0638,0.0,positive,0,2024
AAPL,2024-07-01,Q3 2024,positive,"For the quarter ended July 2024, We are pleased to report record revenue demonstrating strong performance across iPhone, Mac, iPad, and our high-margin Services segment. Our gross margin expanded reflecting operational excellence and favorable product mix. We returned significant capital to shareholders through dividends and share repurchases reflecting our confidence in the business. Services reached an all-time high demonstrating the strength of our installed base and ecosystem. We remain confident in our long-term growth trajectory and continue to invest in innovation across all segments globally.",0.981,0.31,0.028,0.662,0.6946,0.0912,0.5574,0.8126,1.0,0.0,94,5,18.8,0,0.0,6,0.0638,0,0.0,0,0.0,1,0.2,19.01,6,0.0638,0.2872,0.981,0.0,0.6946,0.0,0.0,0.0,0.0638,0.0,0.0638,0.0,positive,0,2024
AAPL,2024-10-01,Q4 2024,positive,"For the quarter ended October 2024, We are pleased to report record revenue demonstrating strong performance across iPhone, Mac, iPad, and our high-margin Services segment. Our gross margin expanded reflecting operational excellence and favorable product mix. We returned significant capital to shareholders through dividends and share repurchases reflecting our confidence in the business. Services reached an all-time high demonstrating the strength of our installed base and ecosystem. We remain confident in our long-term growth trajectory and continue to invest in innovation across all segments globally.",0.981,0.31,0.028,0.662,0.6946,0.0912,0.5574,0.8126,1.0,0.0,94,5,18.8,0,0.0,6,0.0638,0,0.0,0,0.0,1,0.2,19.01,6,0.0638,0.2872,0.981,0.0,0.6946,0.0,0.0,0.0,0.0638,0.0,0.0638,0.0,positive,0,2024
JPM,2020-04-01,Q2 2020,positive,"For the quarter ended April 2020, JPMorgan reported strong net income with return on equity well above targets demonstrating the strength of our diversified business model across cycles. Net interest income benefited from the higher rate environment and we maintained excellent credit quality across our loan portfolio with minimal charge-offs. Investment banking fees showed strong recovery with improving capital markets activity and solid deal pipelines. We maintained our fortress balance sheet with capital ratios well above requirements.",0.9769,0.293,0.0,0.707,0.6798,0.2365,0.2732,0.8519,1.0,0.0,82,4,20.5,0,0.0,3,0.0366,0,0.0,0,0.0,0,0.0,17.96,3,0.0366,0.2439,,,,,,,,,,,positive,1,2020
JPM,2020-07-01,Q3 2020,positive,"For the quarter ended July 2020, JPMorgan reported strong net income with return on equity well above targets demonstrating the strength of our diversified business model across cycles. Net interest income benefited from the higher rate environment and we maintained excellent credit quality across our loan portfolio with minimal charge-offs. Investment banking fees showed strong recovery with improving capital markets activity and solid deal pipelines. We maintained our fortress balance sheet with capital ratios well above requirements.",0.9769,0.293,0.0,0.707,0.6798,0.2365,0.2732,0.8519,1.0,0.0,82,4,20.5,0,0.0,3,0.0366,0,0.0,0,0.0,0,0.0,17.96,3,0.0366,0.2439,0.9769,0.0,0.6798,0.0,0.0,0.0,0.0366,0.0,0.0366,0.0,positive,0,2020
JPM,2020-10-01,Q4 2020,positive,"For the quarter ended October 2020, JPMorgan reported strong net income with return on equity well above targets demonstrating the strength of our diversified business model across cycles. Net interest income benefited from the higher rate environment and we maintained excellent credit quality across our loan portfolio with minimal charge-offs. Investment banking fees showed strong recovery with improving capital markets activity and solid deal pipelines. We maintained our fortress balance sheet with capital ratios well above requirements.",0.9769,0.293,0.0,0.707,0.6798,0.2365,0.2732,0.8519,1.0,0.0,82,4,20.5,0,0.0,3,0.0366,0,0.0,0,0.0,0,0.0,17.96,3,0.0366,0.2439,0.9769,0.0,0.6798,0.0,0.0,0.0,0.0366,0.0,0.0366,0.0,positive,0,2020
JPM,2021-01-01,Q1 2021,positive,"For the quarter ended January 2021, JPMorgan reported strong net income with return on equity well above targets demonstrating the strength of our diversified business model across cycles. Net interest income benefited from the higher rate environment and we maintained excellent credit quality across our loan portfolio with minimal charge-offs. Investment banking fees showed strong recovery with improving capital markets activity and solid deal pipelines. We maintained our fortress balance sheet with capital ratios well above requirements.",0.9769,0.293,0.0,0.707,0.6798,0.2365,0.2732,0.8519,1.0,0.0,82,4,20.5,0,0.0,3,0.0366,0,0.0,0,0.0,0,0.0,17.96,3,0.0366,0.2439,0.9769,0.0,0.6798,0.0,0.0,0.0,0.0366,0.0,0.0366,0.0,positive,0,2021
JPM,2021-04-01,Q2 2021,positive,"For the quarter ended April 2021, JPMorgan reported strong net income with return on equity well above targets demonstrating the strength of our diversified business model across cycles. Net interest income benefited from the higher rate environment and we maintained excellent credit quality across our loan portfolio with minimal charge-offs. Investment banking fees showed strong recovery with improving capital markets activity and solid deal pipelines. We maintained our fortress balance sheet with capital ratios well above requirements.",0.9769,0.293,0.0,0.707,0.6798,0.2365,0.2732,0.8519,1.0,0.0,82,4,20.5,0,0.0,3,0.0366,0,0.0,0,0.0,0,0.0,17.96,3,0.0366,0.2439,0.9769,0.0,0.6798,0.0,0.0,0.0,0.0366,0.0,0.0366,0.0,positive,0,2021
JPM,2021-07-01,Q3 2021,mixed,"For the quarter ended July 2021, We reported solid results in a complex and uncertain environment. Credit costs normalized as expected and we built reserves prudently reflecting our cautious outlook on the credit cycle ahead. The banking industry faces meaningful headwinds from regulatory uncertainty and deposit competition intensifying. We remain vigilant about risks in commercial real estate and maintain conservative underwriting standards across our entire loan portfolio.",0.4019,0.14,0.105,0.754,0.0761,0.2978,-0.1531,0.5859,0.25,0.5,72,4,18.0,3,0.0417,0,0.0,0,0.0,0,0.0,1,0.25,19.98,-3,-0.0417,0.3194,0.9769,-0.575,0.6798,-0.6036999999999999,0.0,0.0417,0.0366,-0.0366,0.0366,-0.07830000000000001,positive,0,2021
JPM,2021-10-01,Q4 2021,positive,"For the quarter ended October 2021, JPMorgan reported strong net income with return on equity well above targets demonstrating the strength of our diversified business model across cycles. Net interest income benefited from the higher rate environment and we maintained excellent credit quality across our loan portfolio with minimal charge-offs. Investment banking fees showed strong recovery with improving capital markets activity and solid deal pipelines. We maintained our fortress balance sheet with capital ratios well above requirements.",0.9769,0.293,0.0,0.707,0.6798,0.2365,0.2732,0.8519,1.0,0.0,82,4,20.5,0,0.0,3,0.0366,0,0.0,0,0.0,0,0.0,17.96,3,0.0366,0.2439,0.4019,0.575,0.0761,0.6036999999999999,0.0417,-0.0417,0.0,0.0366,-0.0417,0.07830000000000001,positive,0,2021
JPM,2022-01-01,Q1 2022,positive,"For the quarter ended January 2022, JPMorgan reported strong net income with return on equity well above targets demonstrating the strength of our diversified business model across cycles. Net interest income benefited from the higher rate environment and we maintained excellent credit quality across our loan portfolio with minimal charge-offs. Investment banking fees showed strong recovery with improving capital markets activity and solid deal pipelines. We maintained our fortress balance sheet with capital ratios well above requirements.",0.9769,0.293,0.0,0.707,0.6798,0.2365,0.2732,0.8519,1.0,0.0,82,4,20.5,0,0.0,3,0.0366,0,0.0,0,0.0,0,0.0,17.96,3,0.0366,0.2439,0.9769,0.0,0.6798,0.0,0.0,0.0,0.0366,0.0,0.0366,0.0,positive,0,2022
JPM,2022-04-01,Q2 2022,mixed,"For the quarter ended April 2022, We reported solid results in a complex and uncertain environment. Credit costs normalized as expected and we built reserves prudently reflecting our cautious outlook on the credit cycle ahead. The banking industry faces meaningful headwinds from regulatory uncertainty and deposit competition intensifying. We remain vigilant about risks in commercial real estate and maintain conservative underwriting standards across our entire loan portfolio.",0.4019,0.14,0.105,0.754,0.0761,0.2978,-0.1531,0.5859,0.25,0.5,72,4,18.0,3,0.0417,0,0.0,0,0.0,0,0.0,1,0.25,19.98,-3,-0.0417,0.3194,0.9769,-0.575,0.6798,-0.6036999999999999,0.0,0.0417,0.0366,-0.0366,0.0366,-0.07830000000000001,positive,0,2022
JPM,2022-07-01,Q3 2022,positive,"For the quarter ended July 2022, JPMorgan reported strong net income with return on equity well above targets demonstrating the strength of our diversified business model across cycles. Net interest income benefited from the higher rate environment and we maintained excellent credit quality across our loan portfolio with minimal charge-offs. Investment banking fees showed strong recovery with improving capital markets activity and solid deal pipelines. We maintained our fortress balance sheet with capital ratios well above requirements.",0.9769,0.293,0.0,0.707,0.6798,0.2365,0.2732,0.8519,1.0,0.0,82,4,20.5,0,0.0,3,0.0366,0,0.0,0,0.0,0,0.0,17.96,3,0.0366,0.2439,0.4019,0.575,0.0761,0.6036999999999999,0.0417,-0.0417,0.0,0.0366,-0.0417,0.07830000000000001,positive,0,2022
JPM,2022-10-01,Q4 2022,cautious,"For the quarter ended October 2022, While results were acceptable the environment presents meaningful challenges that we are monitoring carefully. Credit normalization is progressing faster than expected in certain portfolios and we are reserving appropriately. Regulatory capital requirements are increasing and we are managing our balance sheet conservatively to maintain flexibility. Consumer delinquencies are rising modestly from historic lows and we remain cautious about consumer credit.",0.8979,0.224,0.042,0.734,0.4186,0.2166,0.1027,0.6597,1.0,0.0,71,4,17.75,1,0.0141,0,0.0,0,0.0,0,0.0,1,0.25,21.75,-1,-0.0141,0.3662,0.9769,-0.07899999999999996,0.6798,-0.26119999999999993,0.0,0.0141,0.0366,-0.0366,0.0366,-0.0507,positive,0,2022
JPM,2023-01-01,Q1 2023,positive,"For the quarter ended January 2023, JPMorgan reported strong net income with return on equity well above targets demonstrating the strength of our diversified business model across cycles. Net interest income benefited from the higher rate environment and we maintained excellent credit quality across our loan portfolio with minimal charge-offs. Investment banking fees showed strong recovery with improving capital markets activity and solid deal pipelines. We maintained our fortress balance sheet with capital ratios well above requirements.",0.9769,0.293,0.0,0.707,0.6798,0.2365,0.2732,0.8519,1.0,0.0,82,4,20.5,0,0.0,3,0.0366,0,0.0,0,0.0,0,0.0,17.96,3,0.0366,0.2439,0.8979,0.07899999999999996,0.4186,0.26119999999999993,0.0141,-0.0141,0.0,0.0366,-0.0141,0.0507,positive,0,2023
